sku,product_title,short_title,subject,category,short_description,full_contents,page_count,language,edition_date,author,price_inr,free_or_paid,preview_pdf_filename,full_pdf_filename,cover_image_filename,clinical_review_status,publish_status
IVF-001,"IV Fluids: Physiology, Protocols & Clinical Use","IV Fluids","General Medicine","Medicine","Compact revision resource covering fluid physiology and clinical use.","Add final approved chapter list here",11,"English","2026 review copy","Dr. S. Kaushik Anurag, MBBS",0,"Free","","IV_Fluids_Physiology_and_Protocols.pdf","","Review required","Draft"
